Authors,Author(s) ID,Title,Year,Source title,Cited by,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Godovich S.A., Adelsberg S., Roy A.K.","56857576300;55521068400;25633006700;","Parental Responses to Temper Outbursts in Children With ADHD: The Role of Psychological Factors",2020,"Journal of Attention Disorders",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041572999&doi=10.1177%2f1087054717745595&partnerID=40&md5=7613f783c9fb34a7ba196a758cd6e472","The Catholic University of America, Washington, DC, United States; Fordham University, Bronx, NY, United States; New York University Langone Medical Center, United States","Godovich, S.A., The Catholic University of America, Washington, DC, United States; Adelsberg, S., Fordham University, Bronx, NY, United States; Roy, A.K., Fordham University, Bronx, NY, United States, New York University Langone Medical Center, United States",Article,Scopus,2-s2.0-85041572999
"Webster-Stratton C.","7003950989;","The incredible years parent, teacher and child programs: Foundations and future",2020,"Designing Evidence-Based Public Health and Prevention Programs: Expert Program Developers Explain the Science and Art",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109226631&doi=10.4324%2f9780367205171-7&partnerID=40&md5=41958466f59ffeb146610e12fc166dbd",,"Webster-Stratton, C.",Book Chapter,Scopus,2-s2.0-85109226631
"Geng X., Yao Q., Jiang K., Zhu Y.","10043988100;57205208303;57673677300;55902228300;","Deep Neural Generative Adversarial Model based on VAE + GAN for Disorder Diagnosis",2020,"2020 International Conference on Internet of Things and Intelligent Applications, ITIA 2020",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101695749&doi=10.1109%2fITIA50152.2020.9312330&partnerID=40&md5=efdfbba72535723786e0ee8a9ed16f20","Jiangsu University, School of Computer Science and Communication Engineering, Jiangsu, China","Geng, X., Jiangsu University, School of Computer Science and Communication Engineering, Jiangsu, China; Yao, Q., Jiangsu University, School of Computer Science and Communication Engineering, Jiangsu, China; Jiang, K., Jiangsu University, School of Computer Science and Communication Engineering, Jiangsu, China; Zhu, Y., Jiangsu University, School of Computer Science and Communication Engineering, Jiangsu, China",Conference Paper,Scopus,2-s2.0-85101695749
"Li H.-H., Yue X.-J., Wang C.-X., Feng J.-Y., Wang B., Jia F.-Y.","53881549800;57190230148;57211833710;57209908949;56468237100;12238939900;","Serum Levels of Vitamin A and Vitamin D and Their Association With Symptoms in Children With Attention Deficit Hyperactivity Disorder",2020,"Frontiers in Psychiatry",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097294688&doi=10.3389%2ffpsyt.2020.599958&partnerID=40&md5=e4c3cb0dc7962320a1d8ca1aa6c8f7ac","Department of Developmental and Behavioral Pediatrics, The First Hospital of Jilin University, Changchun, China; Pediatric Research Institute of Jilin Province, Changchun, China","Li, H.-H., Department of Developmental and Behavioral Pediatrics, The First Hospital of Jilin University, Changchun, China; Yue, X.-J., Department of Developmental and Behavioral Pediatrics, The First Hospital of Jilin University, Changchun, China; Wang, C.-X., Department of Developmental and Behavioral Pediatrics, The First Hospital of Jilin University, Changchun, China; Feng, J.-Y., Department of Developmental and Behavioral Pediatrics, The First Hospital of Jilin University, Changchun, China; Wang, B., Department of Developmental and Behavioral Pediatrics, The First Hospital of Jilin University, Changchun, China; Jia, F.-Y., Department of Developmental and Behavioral Pediatrics, The First Hospital of Jilin University, Changchun, China, Pediatric Research Institute of Jilin Province, Changchun, China",Article,Scopus,2-s2.0-85097294688
"Di Giuseppe M., Prout T.A., Rice T., Hoffman L.","54383157300;56533579800;55206204700;57207893722;","Regulation-Focused Psychotherapy for Children (RFP-C): Advances in the Treatment of ADHD and ODD in Childhood and Adolescence",2020,"Frontiers in Psychology",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096102605&doi=10.3389%2ffpsyg.2020.572917&partnerID=40&md5=c71fa72d1104acc5c9e1ff684e4f82df","Department of Surgical, Medical and Molecular Pathology, Critical and Care Medicine, University of Pisa, Pisa, Italy; Ferkauf Graduate School of Psychology, Yeshiva University, New York, NY, United States; Icahn School of Medicine at Mount Sinai, Columbia University, New York, NY, United States; Pacella Research Center of New York Psychoanalytic Society and Institute, New York, NY, United States","Di Giuseppe, M., Department of Surgical, Medical and Molecular Pathology, Critical and Care Medicine, University of Pisa, Pisa, Italy; Prout, T.A., Ferkauf Graduate School of Psychology, Yeshiva University, New York, NY, United States; Rice, T., Icahn School of Medicine at Mount Sinai, Columbia University, New York, NY, United States; Hoffman, L., Pacella Research Center of New York Psychoanalytic Society and Institute, New York, NY, United States",Article,Scopus,2-s2.0-85096102605
"Uldall Torp N.M., Thomsen P.H.","57212382916;57203233175;","The use of diet interventions to treat symptoms of ADHD in children and adolescents–a systematic review of randomized controlled trials",2020,"Nordic Journal of Psychiatry",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087034726&doi=10.1080%2f08039488.2020.1769187&partnerID=40&md5=1dd557b9409728ff3c3f7d8be48ec829","Department of Clinical Medicine, Health, Aarhus University, Aarhus, Denmark; Department of Child and Adolescent Psychiatry, Aarhus University Hospital, Psychiatry, Aarhus, Denmark","Uldall Torp, N.M., Department of Clinical Medicine, Health, Aarhus University, Aarhus, Denmark; Thomsen, P.H., Department of Clinical Medicine, Health, Aarhus University, Aarhus, Denmark, Department of Child and Adolescent Psychiatry, Aarhus University Hospital, Psychiatry, Aarhus, Denmark",Review,Scopus,2-s2.0-85087034726
"Ünsel-Bolat G., Baytunca M.B., Kardaş B., İpçi M., İnci İzmir S.B., Özyurt O., Çallı M.C., Ercan E.S.","57193656880;56986569300;57194207119;56245018700;57217258846;35100760800;57201307584;7003316774;","Diffusion tensor imaging findings in children with sluggish cognitive tempo comorbid Attention Deficit Hyperactivity Disorder",2020,"Nordic Journal of Psychiatry",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086915644&doi=10.1080%2f08039488.2020.1772364&partnerID=40&md5=30c18088997246d3c54ae4274318f262","Department of Child and Adolescent Psychiatry, Balıkesir University, Balıkesir, Turkey; Department of Psychiatry, Utah University, United States; Department of Child and Adolescent Psychiatry, Gazi Yaşargil Education and Research Hospital, Diyarbakır, Turkey; Department of Clinical Psychology, Hasan Kalyoncu University, Gaziantep, Turkey; Department of Clinical Psychology, Işık University, İstanbul, Turkey; Institute of Biomedical Engineering, Bogazici University, Istanbul, Turkey; Department of Radiology, Faculty of Medicine, Ege University, Izmir, Turkey; Department of Child and Adolescent Psychiatry, Faculty of Medicine, Ege University, Izmir, Turkey","Ünsel-Bolat, G., Department of Child and Adolescent Psychiatry, Balıkesir University, Balıkesir, Turkey; Baytunca, M.B., Department of Psychiatry, Utah University, United States; Kardaş, B., Department of Child and Adolescent Psychiatry, Gazi Yaşargil Education and Research Hospital, Diyarbakır, Turkey; İpçi, M., Department of Clinical Psychology, Hasan Kalyoncu University, Gaziantep, Turkey; İnci İzmir, S.B., Department of Clinical Psychology, Işık University, İstanbul, Turkey; Özyurt, O., Institute of Biomedical Engineering, Bogazici University, Istanbul, Turkey; Çallı, M.C., Department of Radiology, Faculty of Medicine, Ege University, Izmir, Turkey; Ercan, E.S., Department of Child and Adolescent Psychiatry, Faculty of Medicine, Ege University, Izmir, Turkey",Article,Scopus,2-s2.0-85086915644
"Rajshekar Reddy G.S., G M L.","57191623857;55175016900;","A Brain-Computer Interface and Augmented Reality Neurofeedback to Treat ADHD: A Virtual Telekinesis Approach",2020,"Adjunct Proceedings of the 2020 IEEE International Symposium on Mixed and Augmented Reality, ISMAR-Adjunct 2020",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099585163&doi=10.1109%2fISMAR-Adjunct51615.2020.00045&partnerID=40&md5=55f66410c525941162aedb4ebe0ee211","Ramaiah Institute of Technology, India","Rajshekar Reddy, G.S., Ramaiah Institute of Technology, India; G M, L., Ramaiah Institute of Technology, India",Conference Paper,Scopus,2-s2.0-85099585163
"Andrade C.","7103257510;","Paternal Depression as a Risk Factor for Neurodevelopmental Disorders in Offspring: Implications for Maternal Depression and Its Treatment During Pregnancy",2020,"Journal of Clinical Psychiatry",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097124555&doi=10.4088%2fJCP.20F13785&partnerID=40&md5=efba73baf39e17d8304573febdf96074","Department of Clinical Psychopharmacology and Neurotoxicology, National Institute of Mental Health and Neurosciences, Bangalore, India","Andrade, C., Department of Clinical Psychopharmacology and Neurotoxicology, National Institute of Mental Health and Neurosciences, Bangalore, India",Article,Scopus,2-s2.0-85097124555
"Hapsari I.I., Iskandarsyah A., Joefiani P., Siregar J.R.","57220067749;55597384800;57211403978;37005042400;","Teacher and problem in student with ADHD in Indonesia: A case study",2020,"Qualitative Report",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096792551&partnerID=40&md5=703b4305dc898eec93534b1d14d594aa","Faculty of Psychology, Universitas Padjadjaran, Indonesia","Hapsari, I.I., Faculty of Psychology, Universitas Padjadjaran, Indonesia; Iskandarsyah, A., Faculty of Psychology, Universitas Padjadjaran, Indonesia; Joefiani, P., Faculty of Psychology, Universitas Padjadjaran, Indonesia; Siregar, J.R., Faculty of Psychology, Universitas Padjadjaran, Indonesia",Article,Scopus,2-s2.0-85096792551
"Martínez-Martínez M.I., Alegre-Martínez A., Cauli O.","57206509789;57000562600;6602628748;","OMEGA-3 long-chain polyunsaturated fatty acids intake in children: The role of family-related social determinants",2020,"Nutrients",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095994084&doi=10.3390%2fnu12113455&partnerID=40&md5=10a84194e11bacae69304f5202706b98","Frailty and Cognitive Impairment Organized Group (FROG), University of Valencia, Valencia, 46010, Spain; Department of Nursing, University of Valencia, Valencia, 46013, Spain; Department of Biomedical Sciences, Cardenal Herrera University CEU, Avenida Seminario, s/n, Moncada, Valencia  46113, Spain","Martínez-Martínez, M.I., Frailty and Cognitive Impairment Organized Group (FROG), University of Valencia, Valencia, 46010, Spain, Department of Nursing, University of Valencia, Valencia, 46013, Spain; Alegre-Martínez, A., Department of Biomedical Sciences, Cardenal Herrera University CEU, Avenida Seminario, s/n, Moncada, Valencia  46113, Spain; Cauli, O., Frailty and Cognitive Impairment Organized Group (FROG), University of Valencia, Valencia, 46010, Spain, Department of Nursing, University of Valencia, Valencia, 46013, Spain",Article,Scopus,2-s2.0-85095994084
"Lundin L.","55418800200;","Parental narratives online about ADHD",2020,"Social Work in Mental Health",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095800736&doi=10.1080%2f15332985.2020.1838030&partnerID=40&md5=0bcac52c805e86ac321f03fa82b7fc68","Department of Social and Behavioral Studies, Division of Psychology, Education and Sociology, University West, Trollhättan, Sweden","Lundin, L., Department of Social and Behavioral Studies, Division of Psychology, Education and Sociology, University West, Trollhättan, Sweden",Article,Scopus,2-s2.0-85095800736
"Coetzee C., Truter I., Meyer A.","57201189944;56089535700;7401839937;","Prevalence and characteristics of South African treatment-seeking patients with substance use disorder and co-occurring attention-deficit/hyperactivity disorder",2020,"Expert Review of Clinical Pharmacology",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093916528&doi=10.1080%2f17512433.2020.1835467&partnerID=40&md5=008c4ada536087f1f576311d45f5af60","Drug Utilization Research Unit (DURU), Department of Pharmacy, Nelson Mandela University, Port Elizabeth, South Africa; University of Limpopo, Sovenga, South Africa","Coetzee, C., Drug Utilization Research Unit (DURU), Department of Pharmacy, Nelson Mandela University, Port Elizabeth, South Africa, University of Limpopo, Sovenga, South Africa; Truter, I., Drug Utilization Research Unit (DURU), Department of Pharmacy, Nelson Mandela University, Port Elizabeth, South Africa; Meyer, A., Drug Utilization Research Unit (DURU), Department of Pharmacy, Nelson Mandela University, Port Elizabeth, South Africa",Article,Scopus,2-s2.0-85093916528
